Location,Square_Feet,Lot_Size,Bedrooms,Bathrooms,Year_Built,Condition,Has_Basement,Price
Coastal,4102,24083,2,1,1960,Good,Yes,156336.63
Suburban,4248,49938,6,4,1920,Poor,No,953862.24
Downtown,4128,40342,6,2,1936,Excellent,No,566069.12
Coastal,4219,6262,1,2,1929,Excellent,Yes,540824.26
Rural,4229,24477,5,2,2003,Excellent,Yes,595161.08
Suburban,3341,26840,6,4,1916,Poor,Yes,933534.02
Suburban,3762,7542,1,1,1927,Excellent,No,600526.82
Rural,4296,18801,2,2,1998,Poor,Yes,951485.73
Coastal,3562,11297,6,4,1955,Poor,No,639082.56
Downtown,1351,47987,2,1,1944,Good,No,246245.74
Rural,4821,33604,6,2,2006,Poor,No,427111.74
Rural,4926,2555,5,2,1999,Good,Yes,369797.5
Downtown,2496,2949,1,1,1941,Good,No,963964.13
Suburban,2790,5154,5,2,2009,Poor,No,237548.88
Coastal,3221,15942,4,4,2014,Excellent,Yes,899414.09
Rural,2737,27531,1,3,1955,Poor,No,336932.35
Urban,2380,22822,2,2,1994,Good,No,970266.53
Downtown,4744,40140,1,4,1966,Poor,No,849167.72
Coastal,933,8182,1,4,1988,Excellent,No,188801.9
Coastal,4199,20120,1,1,1918,Good,Yes,473818.73
Urban,1481,49367,2,2,1963,Good,Yes,875910.06
Coastal,3494,15530,2,3,1965,Excellent,Yes,475686.8
Rural,2537,29749,3,4,1983,Excellent,No,775803.1
Urban,2593,2222,5,1,1931,Good,No,271465.14
Rural,4046,3312,6,3,1947,Good,No,968134.66
Rural,4575,18210,5,2,1976,Poor,Yes,605247.57
Rural,892,23665,5,4,1984,Excellent,No,775535.48
Coastal,3260,21683,2,3,1967,Good,Yes,695577.99
Coastal,2309,32858,1,1,1905,Poor,Yes,190757.15
Coastal,3669,30442,5,3,1923,Good,Yes,239952.38
Downtown,4276,40307,5,2,1994,Excellent,No,290106.7
Downtown,2408,5576,5,4,1989,Good,No,816408.37
Urban,3625,21305,3,2,2001,Good,No,440876.52
Coastal,3284,33387,4,3,1964,Excellent,No,119764.72
Downtown,4291,11317,5,4,1906,Excellent,Yes,796725.98
Rural,4242,26973,2,4,1985,Excellent,No,212300.46
Rural,4689,39594,5,4,2019,Good,Yes,704502.23
Coastal,3408,9008,6,2,1924,Excellent,Yes,111194.57
Rural,2405,38403,2,1,1971,Excellent,No,724305.18
Urban,3808,49255,6,3,1958,Excellent,Yes,251187.67
Downtown,1147,40869,3,2,2008,Good,No,584090.5
Downtown,3777,36348,4,1,2022,Excellent,Yes,764073.54
Coastal,1474,30513,2,4,1941,Poor,Yes,961138.72
Rural,1071,37702,5,4,1986,Good,No,309088.09
Coastal,2160,45825,5,3,2009,Excellent,No,833337.66
Suburban,2922,33719,6,1,1947,Good,Yes,567663.07
Downtown,4501,46584,5,1,2005,Good,Yes,115347.43
Downtown,2357,34136,1,2,1983,Good,Yes,925760.14
Urban,2405,35697,3,1,1974,Excellent,Yes,899810.06
Rural,2539,4665,4,4,1925,Good,Yes,560319.5
Urban,2408,49033,6,2,1921,Good,No,216327.06
Rural,4185,22894,2,3,1995,Poor,No,421461.3
Suburban,3897,11275,3,2,1989,Good,No,430905.42
Urban,4336,12275,4,2,1954,Poor,Yes,554107.38
Suburban,2124,3546,3,2,1958,Poor,Yes,318693.61
Urban,3249,18407,5,2,1979,Poor,Yes,639418.47
Urban,2003,12136,1,2,1969,Good,Yes,924962.89
Urban,3795,37331,3,2,1933,Good,Yes,254932.31
Coastal,3540,43547,2,4,2018,Good,Yes,494538.25
Suburban,4304,18676,2,2,2007,Good,No,672076.7
Suburban,2465,11807,4,1,2006,Excellent,Yes,613183.48
Rural,3915,25112,2,2,2016,Good,No,736740.83
Downtown,4014,42676,1,2,2000,Poor,Yes,730770.36
Rural,4454,8457,5,1,1936,Poor,Yes,430544.25
Rural,3225,28619,2,1,1990,Good,No,488120.7
Urban,2941,42405,3,1,1969,Good,Yes,223104.25
Coastal,4620,39456,5,1,1907,Good,No,358828.94
Downtown,4778,47228,2,2,1948,Poor,No,151105.91
Urban,939,20176,5,4,1909,Good,No,898142.36
Suburban,844,24969,4,4,2007,Poor,Yes,321195.1
Coastal,2789,17758,3,4,1979,Good,Yes,814012.05
Rural,3037,17290,2,3,2013,Good,No,954443.26
Rural,4927,31235,3,1,1981,Good,No,702595.03
Downtown,3545,40271,5,1,1916,Good,No,866342.54
Coastal,4307,4366,3,1,1980,Good,Yes,568226.34
Rural,1874,17892,3,4,1912,Good,No,884169.57
Downtown,4153,47488,5,2,1900,Good,Yes,148398.24
Downtown,4319,37189,3,3,2016,Excellent,Yes,796373.97
Coastal,3198,45305,2,2,1905,Poor,No,850112.23
Coastal,2588,5069,4,4,1961,Poor,Yes,758529.71
Urban,3481,36005,3,1,1933,Good,No,498292.62
Downtown,2970,46478,3,1,1986,Excellent,No,492914.25
Downtown,2573,32331,4,4,1985,Excellent,No,489442.45
Suburban,4427,37658,4,2,1939,Good,Yes,903608.66
Coastal,1341,24155,1,4,1913,Poor,Yes,564698.39
Coastal,4555,48108,3,1,2010,Excellent,Yes,827737.18
Downtown,4265,34119,5,4,1936,Poor,Yes,521579.75
Rural,1845,37496,5,2,1905,Excellent,No,778730.45
Downtown,3767,22796,1,2,2019,Good,No,527444.04
Urban,2142,33491,3,2,2002,Poor,No,709284.21
Suburban,1826,14868,1,4,1978,Excellent,No,301937.69
Coastal,3717,49243,3,4,1925,Good,No,334607.48
Suburban,3748,33101,1,1,1952,Excellent,No,978331.58
Urban,1094,6896,3,3,1986,Good,No,149698.98
Urban,1870,43555,1,3,1980,Excellent,Yes,310028.49
Downtown,2333,40389,1,4,1926,Excellent,Yes,774435.42
Rural,3996,34452,2,2,1909,Poor,No,705256.62
Coastal,1216,13149,3,1,2010,Good,No,487661.88
Coastal,4021,27660,1,2,2012,Poor,No,122568.8
Rural,933,48016,6,3,1914,Excellent,No,531226.27
Coastal,2502,18283,5,1,1942,Poor,No,433864.76
Urban,2893,38175,1,3,1928,Excellent,No,339843.51
Urban,3078,35094,3,3,1990,Excellent,Yes,575023.33
Urban,2673,14242,4,4,1947,Excellent,Yes,757574.33
Coastal,1766,42703,2,2,1950,Excellent,No,867499.56
Urban,1828,4816,4,2,1962,Good,No,537680.09
Urban,3836,22043,3,1,1928,Good,No,829806.0
Urban,1211,27772,5,3,1957,Excellent,Yes,235285.29
Downtown,4411,45192,4,3,1903,Excellent,No,117659.66
Urban,1732,24453,2,1,1954,Excellent,Yes,260838.22
Suburban,3335,44788,6,1,1933,Excellent,No,672917.3
Coastal,3170,21676,3,4,1920,Poor,No,906650.53
Urban,4218,6645,6,4,2018,Poor,No,336185.9
Coastal,2296,48000,2,1,2007,Poor,No,817999.88
Coastal,3633,37391,1,4,1979,Excellent,No,915060.21
Suburban,1511,39344,5,1,1999,Poor,Yes,142309.03
Rural,4355,16029,6,4,1941,Poor,No,897598.99
Suburban,4296,35222,1,4,1974,Excellent,Yes,822466.35
Urban,3251,29018,6,1,2001,Good,No,472206.59
Rural,3918,12731,3,2,1956,Excellent,Yes,523528.13
Coastal,1355,10133,2,2,1990,Poor,Yes,115275.91
Suburban,4299,6175,3,3,2015,Excellent,Yes,884383.87
Suburban,2549,26776,3,3,1992,Excellent,No,830039.77
Urban,2935,40543,5,3,1937,Excellent,Yes,747998.8
Downtown,4380,44951,3,3,1935,Excellent,No,458310.84
Downtown,4942,14573,1,4,1976,Excellent,No,665192.44
Urban,2978,4261,3,1,1937,Poor,No,622954.24
Suburban,3013,5059,5,1,1989,Excellent,No,763268.84
Downtown,4069,5003,3,3,1925,Excellent,Yes,352206.41
Coastal,4643,20675,5,1,1974,Excellent,Yes,581582.52
Rural,1082,28944,1,1,1917,Poor,Yes,399607.17
Coastal,3561,2057,4,3,2014,Excellent,No,259852.96
Suburban,2082,6471,6,3,1911,Poor,No,351219.72
Urban,1908,23016,2,1,1968,Poor,Yes,502037.11
Rural,3078,22344,6,3,1917,Good,No,964210.63
Downtown,4304,4066,6,2,1985,Excellent,No,437181.53
Rural,4266,22100,1,4,1914,Excellent,No,888525.6
Coastal,1503,5816,5,4,1917,Poor,Yes,460851.59
Urban,3259,40825,2,2,2021,Poor,No,600571.32
Suburban,3387,20027,3,3,2022,Poor,Yes,933771.77
Rural,1922,33224,1,3,1992,Poor,Yes,998904.12
Coastal,3773,23082,4,4,1974,Poor,Yes,319069.72
Suburban,3289,26153,4,4,1941,Poor,No,446771.99
Suburban,3271,43453,2,1,2000,Excellent,No,202202.8
Downtown,2877,33667,3,3,1962,Poor,No,182105.09
Coastal,4302,11282,5,3,2016,Good,No,142644.28
Suburban,1473,20218,6,4,1932,Poor,No,651097.69
Suburban,4137,15742,4,4,1963,Good,No,570148.78
Urban,2238,6420,2,2,1968,Good,Yes,969863.14
Coastal,2390,6358,1,3,1929,Good,No,893536.28
Urban,2925,36032,4,3,1906,Poor,No,820472.31
Suburban,2411,25357,1,3,1910,Poor,No,201443.62
Rural,3286,40882,3,3,2004,Poor,No,471001.98
Rural,4509,32314,1,1,1985,Poor,Yes,994013.37
Urban,2195,6097,1,2,2003,Good,No,772941.93
Urban,1542,15362,2,1,1912,Good,Yes,825901.76
Coastal,2437,23920,1,2,1916,Good,No,990277.54
Downtown,1681,14866,4,1,2013,Excellent,Yes,223519.37
Coastal,1674,3538,1,2,2023,Poor,No,600739.13
Coastal,4188,27168,4,3,1931,Excellent,No,495864.08
Rural,1414,20742,5,1,2004,Good,No,182431.02
Urban,4260,38446,6,3,1907,Poor,Yes,962547.1
Suburban,3805,13991,2,3,1969,Excellent,No,114691.79
Downtown,2481,16324,5,2,1938,Poor,Yes,711626.06
Downtown,1632,31704,2,3,1995,Good,Yes,164943.67
Urban,1084,22908,1,1,1930,Poor,No,384770.13
Downtown,1511,13435,1,3,1911,Poor,No,528114.6
Rural,4814,33679,1,3,1907,Good,No,676671.32
Rural,1364,6033,2,3,2001,Good,Yes,527212.43
Rural,1491,46501,5,2,2007,Poor,No,861687.73
Suburban,3540,35627,4,3,1925,Excellent,No,162928.04
Suburban,2716,24310,1,4,1957,Excellent,Yes,404772.39
Rural,2721,49189,5,2,1960,Poor,No,418121.92
Suburban,3351,16269,6,4,2013,Excellent,No,442215.1
Rural,4731,24022,2,4,1936,Poor,No,606501.81
Coastal,1773,35839,4,1,2022,Excellent,Yes,655012.08
Coastal,1088,21653,6,3,1941,Good,Yes,647241.03
Rural,1298,30669,3,3,1938,Good,Yes,659385.69
Downtown,2671,45820,6,4,2004,Good,No,519573.09
Urban,2071,4413,2,3,2021,Good,No,996327.66
Downtown,2313,26662,1,2,1968,Poor,No,375535.94
Downtown,1026,38484,5,3,1978,Good,No,622289.4
Rural,2439,47398,2,3,1916,Good,Yes,382445.72
Rural,4303,22397,1,3,1940,Excellent,Yes,633355.22
Downtown,4986,2719,6,3,1951,Excellent,No,162875.55
Urban,1607,30324,5,1,1956,Excellent,No,742677.46
Rural,2739,43313,5,1,1939,Poor,No,114156.69
Downtown,3776,37651,5,1,1933,Excellent,No,459220.04
Downtown,4063,13611,4,4,1907,Excellent,No,812305.21
Urban,3063,18559,3,3,1999,Poor,Yes,367199.39
Coastal,3304,49508,3,1,1958,Poor,No,146978.29
Downtown,4342,20659,5,1,1997,Poor,Yes,219286.44
Rural,3378,39819,4,3,1952,Excellent,Yes,398715.55
Urban,2066,30343,2,1,1924,Poor,Yes,478441.51
Coastal,3759,12464,5,2,1974,Excellent,No,283164.51
Suburban,3085,23633,2,2,1906,Poor,No,306921.52
Rural,1215,3778,4,2,1915,Poor,No,560781.06
Urban,896,12913,3,2,1994,Excellent,No,238244.52
Rural,1111,7021,4,2,1920,Poor,Yes,762874.68
Suburban,1599,40976,6,4,2013,Poor,No,646393.5
Suburban,1993,17493,1,1,1996,Excellent,Yes,860751.14
Downtown,4956,7503,4,2,1960,Poor,Yes,469609.72
Coastal,4332,43341,6,3,1960,Good,Yes,128849.75
Coastal,4879,46588,3,2,1984,Good,No,359905.77
Suburban,2334,9825,6,1,1961,Poor,Yes,988784.2
Urban,4306,36778,1,4,2010,Excellent,No,619133.58
Suburban,3404,9301,4,1,1957,Poor,Yes,597583.23
Urban,3141,19884,5,4,1955,Poor,No,669295.66
Coastal,1175,23355,3,4,1901,Good,No,971947.64
Downtown,3217,34291,3,3,1939,Good,Yes,510914.45
Downtown,1342,22895,1,1,2018,Good,No,878103.04
Downtown,4068,3016,6,4,1957,Excellent,No,788276.35
Urban,2087,43882,3,1,2008,Excellent,Yes,216003.7
Coastal,2434,34078,3,4,1939,Excellent,Yes,518143.46
Rural,1075,30743,3,1,1981,Good,No,258043.23
Rural,3094,33654,1,3,1947,Good,Yes,619210.81
Coastal,4232,26433,2,3,1910,Poor,No,585318.07
Rural,2806,7452,6,2,1990,Excellent,No,353064.65
Urban,2058,47606,6,4,1960,Good,No,519544.09
Downtown,2201,26016,4,3,1936,Poor,Yes,299743.56
Coastal,963,8572,5,2,1955,Good,No,180863.63
Downtown,4873,43946,1,2,1935,Excellent,No,502267.99
Urban,4446,48958,1,4,1930,Excellent,Yes,685946.6
Downtown,1543,25406,3,2,1939,Good,No,301013.38
Downtown,2275,30223,3,1,1926,Good,No,385673.96
Suburban,2300,27573,4,4,1935,Good,No,312143.34
Rural,4522,28104,4,1,1983,Poor,No,651772.13
Urban,2659,47265,4,4,1924,Excellent,Yes,652330.47
Urban,4300,26916,3,4,1959,Poor,No,526182.55
Suburban,1522,16418,5,1,1933,Excellent,Yes,146972.25
Downtown,3945,34181,2,3,1993,Excellent,No,785535.13
Coastal,978,41469,4,3,1979,Good,No,787146.3
Suburban,2009,8299,5,4,1917,Poor,No,456193.45
Rural,3120,40414,5,3,2008,Good,Yes,411515.98
Suburban,4260,41963,4,3,1979,Good,No,128889.47
Coastal,2490,22159,5,3,1968,Excellent,Yes,615447.32
Suburban,2974,47486,3,2,1983,Excellent,Yes,403539.3
Rural,4789,6614,5,4,2018,Good,No,165062.5
Suburban,2808,26657,2,3,1945,Poor,No,117530.92
Coastal,2332,43471,1,4,1983,Poor,No,425398.48
Urban,2122,29159,5,4,2022,Good,Yes,160959.65
Rural,4964,21996,1,3,1941,Good,No,235734.35
Downtown,1583,16229,6,4,1907,Excellent,Yes,282006.68
Urban,1915,26578,1,4,1910,Poor,Yes,279290.08
Downtown,1083,44734,1,1,1974,Poor,No,592053.05
Suburban,3501,21276,6,4,2003,Excellent,No,401868.78
Urban,4946,33843,6,2,1929,Poor,Yes,690887.33
Coastal,1789,19292,2,2,1917,Good,No,785731.9
Rural,2863,24852,2,2,1991,Good,Yes,154449.15
Coastal,1589,33633,1,1,2008,Good,Yes,331344.98
Rural,2047,42964,4,2,1989,Excellent,Yes,156363.18
Suburban,2900,33292,2,3,1972,Excellent,No,682767.92
Rural,4932,39840,3,2,1967,Good,No,909057.22
Urban,3536,42773,2,3,1917,Excellent,Yes,618413.6
Rural,1403,10231,6,2,1975,Excellent,Yes,850799.27
Rural,3550,9521,2,2,2012,Good,Yes,561160.99
Suburban,4313,44097,3,2,1958,Good,Yes,743020.59
Suburban,3350,35930,6,1,1976,Good,Yes,870842.63
Suburban,3950,40111,1,3,1973,Poor,Yes,837848.89
Coastal,1462,11582,2,1,1900,Good,No,526936.36
Suburban,2445,17187,4,4,1985,Poor,Yes,354710.44
Downtown,3127,18191,4,3,1976,Excellent,No,686322.6
Coastal,1997,18141,6,4,1907,Poor,Yes,513275.69
Downtown,2491,3125,2,1,2010,Excellent,Yes,195404.41
Rural,3504,30251,4,2,1916,Good,Yes,148230.17
Downtown,4915,30537,3,2,1958,Poor,No,675954.94
Suburban,3414,36639,4,2,1983,Excellent,No,143201.64
Coastal,3718,31456,6,1,1924,Poor,Yes,630047.68
Urban,2705,14438,2,4,1971,Excellent,Yes,176999.45
Suburban,2055,11203,5,2,2000,Poor,No,526506.19
Coastal,2796,39417,2,3,1907,Good,Yes,843635.85
Downtown,4179,25271,3,1,1916,Good,Yes,869788.04
Urban,4513,28968,2,3,1990,Good,No,676403.42
Urban,3583,34935,1,3,2016,Good,Yes,905800.22
Downtown,1121,38546,1,2,1983,Good,No,687124.08
Rural,3347,31747,2,2,1907,Excellent,No,575806.17
Downtown,1198,8469,5,2,1974,Good,No,351208.36
Coastal,4037,30305,1,4,1923,Good,Yes,649229.96
Rural,2168,6442,5,3,2022,Poor,Yes,901726.97
Rural,1276,44821,6,4,1993,Excellent,Yes,514336.33
Urban,4289,16015,3,4,1943,Good,Yes,328085.99
Coastal,2637,3350,6,4,1996,Poor,No,550400.28
Urban,2827,48210,6,3,1915,Poor,No,931949.59
Rural,2820,20752,3,3,1987,Good,Yes,950217.62
Coastal,2524,24189,2,4,1988,Poor,No,691784.7
Rural,3871,33094,3,4,2016,Poor,Yes,666758.95
Coastal,2719,13587,6,4,1911,Poor,Yes,819172.83
Coastal,2801,24546,5,2,1903,Excellent,No,473607.57
Urban,4867,25606,3,4,1911,Excellent,Yes,696099.7
Suburban,1312,33914,1,3,2019,Excellent,Yes,133867.4
Downtown,3920,30169,4,4,1930,Good,No,200859.28
Coastal,1258,22142,2,4,1972,Good,Yes,373271.32
Urban,4663,49480,4,2,1933,Poor,No,404181.05
Suburban,2510,5904,3,3,2000,Good,No,858278.69
Rural,1251,44896,6,2,1947,Good,Yes,214214.16
Rural,2736,41288,2,2,1977,Excellent,Yes,218819.41
Downtown,2028,32759,4,2,1939,Excellent,No,708143.48
Suburban,1356,36559,1,1,1989,Excellent,Yes,106424.85
Coastal,3126,46744,6,3,1934,Poor,No,469137.12
Urban,3553,31504,2,3,2006,Poor,No,725559.22
Suburban,4721,40327,2,3,1905,Poor,Yes,384192.76
Coastal,3765,17899,5,4,1945,Excellent,No,750114.39
Coastal,3375,4374,6,1,1917,Good,Yes,914819.66
Urban,3243,5960,2,3,1913,Poor,No,785931.13
Urban,4111,33512,6,1,2001,Good,No,338606.45
Urban,3080,2166,5,3,1929,Poor,No,459548.86
Urban,1983,20199,4,3,2018,Excellent,No,256591.27
Downtown,3509,33379,6,3,1937,Excellent,No,994855.59
Rural,2738,12464,5,4,1983,Good,Yes,289917.82
Coastal,3052,42586,3,1,1977,Good,No,403894.91
Rural,974,29374,6,4,1934,Good,Yes,368222.95
Suburban,4760,29637,1,3,2018,Excellent,No,618768.01
Rural,3499,9451,1,3,1990,Poor,No,122316.61
Coastal,4933,30113,2,4,1936,Poor,Yes,864303.44
Rural,4640,26492,2,1,1948,Excellent,No,864410.95
Coastal,1516,46756,4,3,1920,Poor,Yes,427915.05
Rural,2145,49909,5,1,1986,Good,No,142442.08
Rural,4362,21564,6,3,1904,Excellent,Yes,294760.93
Rural,3663,18783,2,4,2007,Excellent,No,151903.66
Rural,1791,40814,4,1,1920,Good,Yes,927603.65
Suburban,2747,36090,1,3,1952,Poor,Yes,736870.33
Rural,1907,22732,4,4,1956,Good,Yes,243152.43
Downtown,3759,31573,4,2,2013,Good,Yes,988207.68
Suburban,1744,3354,1,3,1971,Poor,Yes,549316.25
Coastal,2481,23671,3,2,1957,Poor,No,253154.45
Downtown,874,49799,5,2,2000,Excellent,Yes,606338.17
Suburban,1929,43536,3,4,1950,Excellent,No,708845.02
Suburban,829,29634,2,1,1954,Poor,Yes,560909.61
Coastal,1745,48592,5,4,1975,Poor,Yes,119856.93
Downtown,3289,11398,3,1,1972,Poor,Yes,754876.64
Downtown,1416,31474,6,1,1937,Poor,No,658223.93
Coastal,1118,45688,4,4,1928,Poor,Yes,127593.6
Downtown,2756,36800,1,2,1969,Poor,Yes,809002.67
Downtown,4434,17570,5,1,1957,Good,No,319427.86
Rural,3265,41562,6,3,1926,Poor,Yes,296123.93
Urban,2708,32846,3,2,2017,Good,Yes,922934.1
Downtown,2350,19057,5,1,2000,Poor,No,515141.96
Rural,2225,10693,4,2,1907,Poor,No,273556.34
Urban,4604,8544,6,4,1997,Poor,Yes,320122.05
Coastal,1352,22426,6,1,1903,Good,No,694526.27
Suburban,1764,27132,4,2,1934,Good,No,771049.14
Suburban,2333,49163,6,3,1945,Excellent,Yes,149728.41
Downtown,2745,8692,4,1,1970,Poor,Yes,687580.86
Rural,4457,7231,6,4,1942,Good,No,552312.4
Coastal,3657,26977,3,3,1907,Poor,Yes,832057.36
Suburban,1409,36370,6,3,1934,Good,Yes,782683.06
Urban,4536,35520,1,2,1918,Good,No,661083.78
Downtown,3209,19323,6,2,1963,Good,No,181165.01
Downtown,2218,48578,2,2,1993,Poor,Yes,484050.21
Downtown,1434,35516,2,2,1959,Good,Yes,189701.56
Rural,1269,9940,2,1,1969,Excellent,No,399464.83
Coastal,3625,40555,2,4,1958,Poor,Yes,789639.57
Coastal,2990,35206,2,1,1929,Poor,Yes,291009.43
Downtown,3685,13448,1,4,1940,Good,No,632784.52
Urban,963,9572,4,1,1916,Excellent,No,936882.61
Suburban,1171,29953,3,1,1936,Poor,No,537411.67
Urban,1144,24497,4,4,1906,Excellent,No,606308.41
Downtown,2224,30646,4,4,1959,Good,Yes,742460.87
Urban,1063,19736,4,3,2018,Good,Yes,156575.38
Coastal,959,31980,1,2,2023,Good,No,256263.26
Urban,2601,9241,1,3,1973,Excellent,Yes,233923.56
Coastal,1109,42429,1,1,1990,Poor,No,956868.03
Rural,3629,9554,4,2,1921,Poor,Yes,603794.61
Rural,3990,28512,1,1,1985,Poor,No,600447.65
Coastal,2313,44132,1,1,1901,Excellent,Yes,584392.89
Downtown,4929,6116,6,2,1981,Poor,No,543140.62
Suburban,4782,24472,4,2,1954,Excellent,Yes,505900.78
Downtown,4985,42150,3,4,2003,Poor,Yes,185653.09
Rural,1403,9648,1,2,1915,Good,Yes,634591.04
Suburban,1796,38155,2,4,1930,Good,No,640386.38
Coastal,2560,6608,6,4,1941,Good,Yes,100320.48
Coastal,2931,32117,3,3,1907,Poor,No,223819.65
Suburban,1805,12493,3,3,1977,Poor,Yes,524620.54
Downtown,1284,25425,4,2,2009,Poor,Yes,265860.15
Downtown,2913,34474,6,2,1978,Poor,Yes,145863.63
Rural,2625,9631,4,2,1959,Excellent,No,937307.77
Downtown,2196,44485,5,2,2008,Poor,Yes,927810.03
Urban,4609,2533,3,4,1924,Excellent,No,361802.84
Coastal,3826,41450,2,4,1987,Excellent,No,983204.11
Urban,3596,15176,2,4,1915,Poor,Yes,968478.26
Suburban,1126,44088,4,4,1934,Poor,No,763968.84
Urban,4005,24054,6,1,1941,Good,Yes,769404.11
Urban,1876,7554,3,3,1912,Poor,No,249746.41
Coastal,2945,14810,3,2,1948,Excellent,Yes,906083.57
Rural,4639,43139,1,3,1975,Poor,Yes,449241.62
Urban,2212,27820,6,3,2023,Poor,No,662390.52
Suburban,1308,34931,1,4,2011,Excellent,No,999450.14
Urban,2577,24720,3,1,1946,Poor,No,310687.38
Suburban,4916,41041,2,2,1938,Excellent,Yes,448102.0
Coastal,1142,8627,2,3,1935,Good,No,467053.96
Rural,845,3486,4,4,1917,Poor,Yes,201700.17
Urban,4799,22745,1,3,1950,Excellent,No,698178.66
Coastal,848,31616,3,3,1977,Good,Yes,921136.4
Urban,2413,41022,1,2,1925,Good,Yes,348023.68
Suburban,4636,48709,4,2,1918,Excellent,Yes,607159.65
Coastal,4613,12995,2,3,1912,Poor,No,917707.14
Rural,1791,26942,5,1,1999,Excellent,No,621045.99
Downtown,4211,37351,5,3,1904,Excellent,No,239208.03
Suburban,4207,15420,3,1,1992,Poor,No,470576.48
Urban,4817,10450,2,1,1965,Poor,No,312677.16
Rural,3617,11768,2,2,1989,Good,Yes,117799.67
Rural,2982,19041,2,2,1969,Poor,Yes,588508.86
Suburban,925,16675,5,4,2016,Excellent,Yes,186409.08
Rural,4937,31495,6,4,2012,Poor,No,257374.9
Coastal,3917,21919,2,2,2007,Excellent,Yes,588655.05
Suburban,4360,9806,5,2,1926,Excellent,No,120645.44
Downtown,2350,48631,1,3,1942,Poor,Yes,356921.71
Downtown,3018,34139,6,3,1975,Good,Yes,223913.32
Coastal,1084,17841,4,1,1926,Poor,No,906982.74
Suburban,1227,47865,2,2,2021,Good,No,263109.06
Coastal,2065,10858,3,3,1971,Good,No,489930.85
Coastal,3817,14986,1,1,2021,Good,No,854677.64
Rural,4872,2083,5,4,2004,Excellent,Yes,452569.37
Downtown,4679,26172,5,4,1988,Poor,Yes,587044.43
Coastal,3974,21728,1,1,2015,Poor,Yes,732487.67
Coastal,1123,29048,5,4,1915,Excellent,No,728689.01
Rural,2982,20845,5,2,1998,Excellent,No,169987.16
Rural,1400,45791,2,4,1941,Excellent,Yes,853455.29
Rural,4757,41929,4,4,1965,Good,No,986461.61
Downtown,4979,14875,1,1,1974,Poor,Yes,568907.92
Downtown,4053,22085,1,4,1919,Poor,Yes,439779.36
Coastal,2906,7608,1,2,1913,Good,Yes,515240.63
Coastal,3994,35331,1,1,1925,Poor,Yes,829790.26
Suburban,4310,26531,5,1,2007,Excellent,No,496503.88
Coastal,1369,36588,3,1,1907,Good,Yes,170668.3
Coastal,1453,45920,3,3,1975,Excellent,Yes,667638.48
Urban,1867,26588,2,2,1922,Poor,No,315890.24
Coastal,2800,17619,2,1,1940,Good,No,677801.55
Urban,3724,8116,4,3,1938,Excellent,Yes,758455.25
Downtown,1390,21605,2,3,1963,Good,Yes,481800.65
Urban,4385,39956,5,2,1923,Excellent,No,705526.79
Rural,3022,48361,3,3,1908,Poor,No,661337.72
Downtown,4810,23397,4,1,1979,Poor,Yes,428482.05
Rural,3679,39740,6,4,1926,Excellent,Yes,300828.42
Rural,3963,39591,2,3,1963,Excellent,No,573377.53
Urban,3869,42632,6,4,1920,Excellent,Yes,287428.71
Coastal,4057,36888,5,2,1910,Good,No,283853.29
Coastal,2300,18668,4,2,1982,Good,No,537715.13
Suburban,3634,32721,1,4,1999,Good,No,240555.84
Urban,4882,20549,1,1,1935,Poor,No,255968.37
Rural,3306,28995,1,2,1983,Excellent,No,656450.85
Downtown,1789,20483,6,1,1955,Excellent,No,575355.61
Rural,2632,27524,5,2,1986,Poor,Yes,562366.27
Rural,4947,2404,1,3,1944,Excellent,No,982191.07
Coastal,2025,17509,6,3,1918,Poor,No,713596.06
Downtown,3280,43200,6,4,1984,Poor,No,473672.71
Urban,2459,5356,3,4,1920,Good,No,998379.89
Downtown,4349,35677,2,2,1962,Good,No,492263.76
Coastal,1487,17084,5,4,2021,Poor,Yes,913314.31
Rural,1579,13516,1,2,1921,Excellent,No,334332.0
Downtown,1689,42372,5,3,1990,Excellent,No,971891.17
Rural,2411,33664,1,1,2011,Poor,Yes,371932.02
Rural,3785,24225,6,2,1990,Good,No,868443.0
Downtown,933,31778,5,2,1954,Good,No,951191.2
Suburban,4175,12669,4,4,1989,Poor,Yes,806542.64
Urban,1486,25708,6,4,1969,Poor,No,195548.91
Urban,1508,28915,2,2,1911,Poor,Yes,604315.38
Coastal,1365,5069,3,1,1942,Poor,Yes,170127.21
Rural,4417,17026,6,2,1988,Poor,No,425438.52
Urban,1297,44414,1,1,1905,Excellent,No,437424.36
Downtown,2907,37710,3,4,1968,Good,Yes,284957.39
Suburban,4964,44020,2,2,1982,Poor,Yes,700037.7
Coastal,3470,22163,3,2,1971,Excellent,No,634743.33
Suburban,3122,4914,4,2,1902,Excellent,Yes,653575.97
Coastal,3123,4936,6,4,2001,Poor,No,675142.77
Suburban,4408,36814,1,2,2014,Good,No,599660.71
Urban,2651,22106,6,2,1918,Excellent,No,515434.22
Suburban,1992,17569,6,1,1937,Poor,Yes,156668.66
Downtown,1600,24272,1,1,1985,Excellent,Yes,467865.54
Urban,4822,18109,6,4,1944,Good,Yes,570315.54
Suburban,4421,6141,6,4,2006,Poor,No,113216.52
Rural,1562,33311,6,3,1959,Poor,No,515360.85
Downtown,4472,20023,1,3,2000,Excellent,No,104262.13
